ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
9.181560007,273.8138067,17811.50807,6.904989726,398.3505168,368.2722369,13.38734078,71.45736221,4.503660796,0
8.975464348,279.3571668,14790.71821,6.204320859,376.5614111,518.1146569,12.88875905,63.8212371,2.43608559,0
7.371050302,214.4966105,28706.86772,4.43266929,335.7544386,454.7824275,12.50916394,62.79727715,2.560299148,0
5.699390898,227.4350484,21213.12396,10.33391789,386.0750893,499.896282,16.33169328,45.38281518,4.133422644,0
6.660212026,168.2837469,22819.14525,5.858769131,310.9308583,468.6131306,17.88423519,77.04231805,3.749701241,0
6.277229849,215.9778587,18780.99002,5.607060453,326.9439777,513.2990537,14.18906221,59.85547583,5.459250956,0
3.902475686,196.9032467,32242.6546,6.996311586,336.7708119,445.0444328,16.60903316,90.18167588,4.528522696,0
5.400301781,140.7390623,28195.69152,10.05685248,328.3582407,337.6678204,11.25638117,56.93190645,4.82478639,0
6.514415093,198.7673513,16804.6589,8.67093692,323.596349,388.2328795,14.89999957,79.84784281,5.200885077,0
3.445061864,207.9262602,33794.04314,8.782147481,384.0070058,364.0585083,13.80590221,30.2845972,4.184396969,0
8.244980915,145.7681806,17846.60003,7.906444721,304.0019928,488.9425688,12.72952472,49.5368488,4.004871128,0
6.616309381,266.4210181,32321.41835,7.70006347,395.3894903,589.8141958,10.34895076,53.00838135,3.991564248,0
6.42224224,148.1530614,23592.57417,9.046832707,307.0117926,557.1361101,16.56865557,52.67618503,6.038184953,0
7.181448581,209.6256005,24018.74146,5.994678646,338.3364311,474.3898408,7.922598333,71.53795326,5.088859989,0
9.825489908,190.7566183,20117.44418,6.757540731,336.3709333,331.4262524,16.8990378,47.08197119,2.857472426,0
10.43329098,117.7912296,17504.8059,8.161504811,307.7075086,394.6098401,12.89070856,65.73347839,5.057310517,0
7.414148196,235.0445345,26938.65125,6.845952024,387.1753165,507.0830537,10.24481507,44.48929725,3.160624468,0
8.76029032,232.280452,8310.585565,5.474914832,318.9284855,519.4843551,12.16693715,86.08072748,5.029166724,0
5.115817064,191.952743,33808.51587,6.060712995,323.8363839,339.2981391,10.96648615,49.23823132,3.902088768,0
3.641629777,183.9087223,12352.74522,5.538314133,286.059556,568.1922661,9.034066753,73.59465676,3.464353035,0
5.618064406,304.2359121,25479.27953,6.101083505,373.2023266,284.6179467,12.26500158,81.58899246,2.896546941,0
7.982365948,143.4537313,11719.91671,5.890754583,288.0114094,520.3108176,22.46989199,53.12409422,2.907563915,0
9.267187531,198.6143947,14735.05792,6.110612421,328.0775332,348.7356353,16.47196935,30.38331457,4.324004646,0
7.15145197,233.8589957,13921.84747,4.599387943,309.0393204,329.6721284,18.33889255,42.67746528,3.510004045,0
5.331940479,194.8740654,20390.27803,7.993829562,316.6751618,310.0463322,10.1805138,59.57271371,4.434820258,0
7.145771545,238.6899285,23232.44238,6.814028701,385.9756505,476.8312327,11.0931634,66.13804475,5.182590704,0
9.920691059,202.817483,15338.04435,6.882248307,337.3505291,481.0307607,23.91760126,71.83362396,4.69070723,0
4.758439425,183.3494541,19336.36056,4.731348985,295.2016362,375.9634929,18.66822946,66.91240003,4.542801462,0
5.702925977,216.8504739,25509.09601,7.184351089,369.6905155,421.3179485,16.14079002,77.53618352,4.137739016,0
6.953864226,209.638293,22641.03261,4.462707246,315.6065944,378.1936528,13.28533392,87.39088898,3.195710328,0
10.68296643,173.3754984,19040.91914,5.570783575,307.3525858,408.0071708,10.09086975,78.47278445,3.999775382,0
5.233081951,129.8905723,31549.23915,6.32192899,304.5352242,381.0324784,18.59940992,72.40363387,4.405586,0
8.757257397,200.1914004,22856.18195,4.915101055,317.8829005,277.190199,13.76832331,47.93087188,3.626135442,0
5.406119142,168.3884308,19381.17412,7.046224798,299.8204779,547.5363112,16.18206649,75.72943389,3.048057223,0
7.809631898,100.4576151,19263.87213,5.212314602,247.200826,450.1040371,9.61134874,66.08417364,2.447444464,0
6.652488091,145.0101719,26502.20607,4.96106638,288.0521917,493.361709,10.94202426,71.72741406,3.742090426,0
9.147197055,211.7141418,23549.37629,7.230794769,339.7519188,477.3531379,18.27531211,47.63488493,3.794531591,0
10.56074464,181.8933656,27391.42335,6.991259996,340.3903784,483.4889806,16.48283537,34.25204908,3.96468635,0
7.484254838,260.0921726,27941.59399,9.379133541,388.4412461,397.3039148,15.93448387,66.62102655,4.781188177,0
8.520806573,238.3351125,15306.50234,8.282808465,381.6493229,434.8801322,6.016336609,39.09117136,3.94060453,0
4.999413811,190.2870501,18647.29186,7.230164127,324.8930378,373.2877243,8.236557503,99.42738492,4.460683932,0
9.339237804,157.8011936,12842.5896,8.33561855,300.0442343,457.5292998,12.82386095,71.7170051,4.405385706,0
6.653283861,155.0557268,12788.47042,8.18731905,294.3802991,377.3880787,16.62225518,59.62205746,4.08990769,0
3.906078355,233.402835,31896.83233,6.994839617,348.3594482,348.3563503,9.6541256,63.74306384,3.902879712,0
6.391353624,213.0178297,19215.7297,5.375559892,327.6505425,368.1220457,13.75810517,17.91572257,3.923749169,0
7.702975214,229.4856937,36515.61762,8.810843045,384.9437789,271.9130218,16.92709218,48.37066049,3.855602212,0
8.692092013,195.1437388,32039.07702,8.231900338,358.865912,357.0466382,12.38077079,48.44072487,4.477960248,0
8.085759801,127.7396738,19641.75514,6.53423741,310.3515006,431.2589222,11.11965925,78.27505004,4.068688909,0
6.203977702,212.3066183,31418.41047,7.873991885,350.3063639,464.9963687,14.93301266,63.87381995,5.215689206,0
5.058108869,238.5693804,36500.50534,8.983276144,374.4335045,513.4423286,13.35318143,76.52179975,5.106655774,0
1.697327238,103.4647587,15284.77096,8.417305032,277.9712879,428.2996085,11.35113273,67.86996368,4.620793452,0
9.66082284,211.200526,19100.66533,4.502117034,326.9615176,499.6045399,16.04514848,49.89840564,3.439740042,0
7.261550522,179.8897882,42228.09939,5.837086493,349.2692713,563.7211797,17.28771328,50.99300645,3.636364183,0
7.160467231,183.08931,10585.46357,3.803036424,277.5990986,419.8484127,9.79962469,90.03537367,3.884891044,0
5.704764776,116.2993299,19245.84078,7.05050316,297.0781535,479.4749286,9.001820488,48.14703125,4.157533407,0
6.217273135,130.9444639,22146.97553,7.092462955,300.131272,394.0654046,14.08360835,57.89707471,5.325833446,0
8.67993497,242.2286673,22516.29381,7.518764659,353.9800796,483.9676313,18.70440906,69.90790245,3.873470298,0
8.076692967,219.3009142,14126.22295,5.598326766,344.4423937,261.3337238,15.77183437,49.35200148,4.655916599,0
6.897322141,211.3601667,29614.06084,6.766009907,378.6889583,383.8200279,13.93478804,90.52332986,5.02278363,0
3.514545529,158.7320758,21221.792,6.821679099,286.5228468,365.2297176,9.712231911,79.85092857,3.762615331,0
3.722500486,163.6397469,20277.94303,6.684570274,326.6940179,497.6102677,14.56726886,50.5779791,3.662837732,0
6.455004797,176.6839728,20104.07521,5.756930039,314.7995983,464.3908805,16.24550434,57.72972383,2.293431406,0
7.316804754,217.522862,32541.25783,9.865047503,376.9379723,536.8048207,8.992754272,69.50921982,3.50837265,0
1.844538366,233.7643427,44527.63529,7.7244323,379.8838631,404.8337418,15.6118593,54.29944409,5.013463351,0
5.519125656,168.728583,23669.75239,7.730722948,301.8311851,417.0470861,18.0990781,53.48073409,3.75899586,0
7.408985467,204.9617498,17211.23398,6.505923139,311.4526625,355.8922989,11.53214401,81.10693773,3.772420928,0
5.976769618,258.952732,23017.76005,7.648599331,383.6571521,460.0984063,12.25679025,82.46979843,2.994671096,0
6.395359132,133.8342291,14246.14741,5.127746861,266.9084283,531.3818376,9.833874585,95.02660928,4.191217515,0
6.20964226,195.4177209,16358.57765,7.879347671,303.1111508,459.4389487,7.507662315,70.54738691,3.612519615,0
6.762832522,232.0751766,26717.11999,7.884990658,350.4452927,416.8497136,13.86396488,64.81225738,4.916579161,0
9.918717064,199.1812511,11606.75158,6.79984141,329.178429,334.4301059,15.96604294,59.29227327,3.385508444,0
10.15544017,300.2924758,11476.79431,6.655126363,398.6477857,502.404956,9.347633986,67.91978869,5.00246726,0
8.721726711,206.3696824,36782.43683,6.325442404,377.4045382,419.6012563,13.55375101,42.38148394,2.555026904,0
8.756182697,197.9797828,10821.83991,7.659203939,329.2803146,463.7396941,11.87098148,69.10983568,4.383921814,0
7.367493233,199.1078856,31785.49684,6.869690215,357.303221,632.0513048,9.226618665,55.29428327,3.355164642,0
6.099646705,237.9199268,20696.51681,8.457830699,365.0303727,280.8283006,19.27005426,93.13800948,3.172789769,0
9.02678772,253.2170742,18608.39987,6.588374366,373.5532353,414.2211224,16.14573205,59.12445085,2.019042018,0
6.953371603,203.1465468,13609.03444,5.495737655,304.2831932,541.3560096,9.387781276,55.95800559,3.651865808,0
6.140877557,197.8760897,30735.07053,7.587196418,329.2318529,362.5545698,15.83633021,41.26364788,5.359460295,0
7.077874007,220.6705396,18062.81122,6.181839616,341.9872341,345.5118754,10.66179894,90.29777033,4.764508265,0
5.488314309,135.8023617,9706.429211,8.187415791,280.6032867,360.8692552,14.86026268,88.28734556,5.066786272,0
7.205559175,120.3276153,19274.97985,6.202469332,289.7686966,386.428101,13.64314709,63.73373237,3.710053126,0
9.177869866,163.2748283,23957.23003,7.726040434,320.4214322,530.4536957,10.2142746,62.43092616,3.108769988,0
4.270716195,166.8377085,12177.4853,7.391510138,297.2067392,297.0788373,13.47852645,54.47483954,3.763905903,0
7.348844512,223.2649397,18170.73631,8.88955868,348.1433075,306.3267641,18.14537425,73.71552202,4.880875156,0
8.52616987,175.6128363,16742.05496,7.483708838,308.3985155,538.7979794,21.84591625,52.37220111,5.083014142,0
4.664570389,169.0419175,23225.48568,8.330388898,329.0397102,497.8051493,17.69511436,103.1504626,3.995973787,0
2.612035915,188.8041257,16869.07865,6.796439154,327.9460562,494.0867115,13.17076321,49.52376998,4.76520537,0
8.490571562,204.1236484,29014.50997,8.270792937,358.847115,337.0812167,17.08424565,62.42163706,3.875556805,0
7.645430744,213.5419323,15812.17309,6.957204179,334.0411862,365.312773,11.62301916,69.61584964,3.398592587,0
8.858401531,254.6175187,11617.13597,7.954015627,348.4081949,517.1203626,7.935467758,78.10854982,5.525726338,0
6.098156521,189.995846,34100.70727,6.443097878,347.9304004,252.7792742,14.63688226,73.42463246,3.977362364,0
8.419970682,185.7189888,13185.60802,3.998265841,308.1426389,521.6914311,17.20956506,48.78311166,3.962478314,0
9.286155021,222.6615514,12219.05422,7.289866041,332.2393595,381.2370412,14.17176257,50.30248281,5.23998187,0
7.875895135,226.2847878,19444.66704,7.303126583,346.4032581,340.8929293,6.063461913,63.12804403,4.238589203,0
7.725332908,252.2654912,27342.46421,8.386761008,426.5435898,361.7408017,17.48584425,60.48388466,3.724836704,0
3.388090611,212.0289445,25492.80578,8.56978153,349.1559987,340.8582494,18.20833967,82.38787399,2.798600948,0
6.745306715,218.424637,14056.51541,7.165509192,325.5258037,450.8161679,16.82661946,74.08607997,3.90235259,0
8.332424378,190.4238985,29945.53447,9.615147027,357.2267095,334.310427,13.4452252,67.0555584,5.629015636,0
7.183825723,261.8507998,9600.541133,9.008495194,358.7247021,306.6766754,17.14990713,82.0251158,4.597165512,0
10.1119767,240.4321002,13382.7396,5.392651282,361.9029262,325.2842151,16.13112429,61.11114634,3.425763242,0
7.397413299,122.5410399,9437.334276,6.888688939,241.6075323,377.2698038,13.3659062,79.4174495,3.14915751,0
7.812804388,196.583886,19766.58552,7.33464764,374.0762829,537.5169446,14.66691724,63.41721507,6.204846359,0
6.877456933,136.8792139,20726.22268,7.091521514,307.3970883,361.2905165,18.40384583,81.19341217,3.827650072,0
8.115244153,146.9702452,12042.45085,7.687037186,293.6278664,543.1447428,18.60138073,49.56196889,4.664350321,0
10.86722424,230.8094825,21097.37276,7.136498392,369.3100078,329.1259036,9.5785846,72.37690878,4.197595209,0
7.521051679,267.0596474,30029.51125,10.44945031,402.3561242,488.8010135,16.23774577,57.03778017,2.880785347,0
8.550875469,231.2487868,32742.1773,7.822528491,369.2642227,343.1683917,16.26629669,73.14946432,3.772886607,0
10.30847766,217.2197464,23610.79621,8.912266341,369.5312064,448.2333263,6.580401551,59.57603991,3.285077052,0
8.566923687,252.670469,49009.38794,9.906146627,433.9522119,331.1846039,13.22103363,84.19860653,5.052736766,0
7.371085073,207.7168244,34002.91325,9.616330437,362.30018,330.6906739,11.54266178,67.72070438,4.412589537,0
11.18069466,228.3008604,20551.94165,6.094000531,357.6453737,331.1108462,15.03504691,110.7392993,3.809841654,0
6.506487767,202.2859379,15978.76372,6.201982767,326.6623683,533.6486723,16.53518593,46.20574791,3.548775589,0
6.643935775,151.8896001,5445.96383,3.749625148,240.9367221,424.9619419,15.26474235,64.2039637,3.812952926,0
5.03377399,155.3214775,36211.82467,7.121477448,320.115497,545.1415846,18.31249854,63.19330599,3.244948477,0
6.912607562,155.7404952,18308.48944,4.916302562,275.9082279,395.3550025,18.38071193,55.50746847,2.612248953,0
7.977635991,245.8951304,31268.0669,9.635636083,399.5831549,342.0362931,11.7283382,23.8170199,3.5521295,0
6.078335837,197.5019119,24868.84044,8.130472208,379.5277063,331.7861861,20.09841289,41.86595951,4.201580906,0
6.242414484,191.9087295,25151.88186,7.1304368,319.3067851,482.1937685,19.37009087,60.93948098,4.508705098,0
6.06335479,160.7673113,27257.16972,7.484103647,305.8285533,373.5486161,12.30901596,69.03845387,3.467336915,0
8.129585514,177.8989666,16139.74103,9.006007747,334.4385388,353.3387117,15.93626168,81.3907585,3.362537135,0
9.562405944,202.0136426,20519.71286,5.820655208,327.118824,430.9714969,14.13906591,63.54899266,3.762719837,0
8.167792632,200.9137547,28738.52278,7.262416639,344.1611343,460.5460728,16.142284,66.23143554,4.289395484,0
8.594416135,270.0227059,15874.65618,5.912690624,365.8152623,669.2400757,20.18405147,54.96128525,3.568991708,0
8.256133646,167.3861273,15501.4529,4.963124049,300.1412132,523.8836116,11.3188066,48.91089348,3.679795035,0
6.825467901,187.0517097,24822.33559,6.137757462,352.7021822,433.828599,12.60638165,58.75220132,3.027449578,0
7.861177701,204.2742411,13390.50922,7.923315375,338.2138034,479.2780898,15.99341035,86.16729829,4.157656628,0
4.96577356,220.8486386,13280.67175,6.250578031,311.598136,361.3222501,18.03523754,53.90817735,3.421766849,0
6.207432968,192.9370271,14187.70741,5.81902294,325.9065618,468.8358382,14.68753934,60.48503329,3.549298841,0
5.849470896,157.0012874,25896.87786,8.071051029,349.5528862,380.7434638,17.32294643,71.96926138,4.417559791,0
9.769251006,264.2656543,6862.640652,8.349709767,359.2685426,310.4177943,15.04708691,52.64545853,4.636556195,0
9.63066548,152.8624335,17560.54953,6.92570608,333.1483177,346.0948055,16.67018392,89.99757422,4.920091158,0
5.187471605,104.752425,34373.00968,6.913910914,282.6706404,379.9864437,15.14034849,98.65664588,3.203257896,0
7.633570088,199.6529996,14014.8878,9.900546897,358.5662821,409.4734121,10.53939227,100.242706,2.927066767,0
5.77119905,155.0508931,18398.41415,6.53126127,297.0093194,447.3784636,11.704789,85.68830345,4.688959065,0
6.579969329,197.2269809,8670.23967,4.506293474,290.2898943,317.2326797,9.847655276,73.74971647,4.575931872,0
4.801154368,180.7728708,22966.56829,8.977286381,322.062447,541.7343952,12.40136807,62.02818652,4.418638132,0
7.948815718,238.2364097,24106.40101,5.851964962,354.6403423,349.8854886,8.663293701,67.30404028,3.692250861,0
6.906992172,216.7852908,20620.21139,7.302351651,340.1060278,531.384366,9.614106025,61.12264363,2.124759352,0
5.584214375,281.268667,16382.75636,6.773698986,343.6358213,645.9627015,14.90308047,67.12516778,4.444350199,0
7.389786258,190.7794599,25538.20021,4.646211053,308.5648863,557.5939584,11.87679667,61.88663599,3.463172548,0
8.461330874,212.5813664,40274.07391,8.679151556,384.8553815,437.6196273,13.80171218,69.24610897,3.771944146,0
7.726134808,233.9478637,12260.22318,6.313181872,340.2731714,335.2852608,14.39986002,36.57803789,3.720636904,0
7.031623201,247.6615733,12712.6048,8.76967029,364.5278403,442.1581796,16.62465362,64.94900818,3.777737414,0
8.927078148,241.875105,13055.6686,8.549738274,367.9755579,471.1927654,10.85928728,75.85706782,4.601860959,0
6.20801554,153.2211063,17446.8713,8.214938853,328.282029,317.3038083,14.27409228,62.71819917,4.334615732,0
6.128425635,141.4924095,15454.27633,7.62791913,277.9517037,470.9294259,16.43584291,50.69392671,4.633823862,0
6.43146553,202.2548328,15112.69737,9.189106138,339.9839346,534.8948002,14.07922835,62.76552953,2.678910713,0
7.308048848,274.7049505,16688.64543,8.105802882,384.5648525,407.8551398,16.7616247,68.93722695,3.696119712,0
8.589663263,170.0992357,22025.17508,6.554996213,352.4162827,511.7501943,13.51607813,40.51417236,4.353238589,0
8.640886409,201.5687241,26323.82769,6.967094562,352.3065857,397.3920421,17.66508338,68.66492348,5.263101572,0
8.415908009,205.5094572,24223.26221,6.810069235,355.2659229,504.1804671,12.33777643,70.58060723,4.102529482,0
8.153210075,127.1448918,9481.203476,5.828357794,267.6368856,479.0115561,11.94347658,90.61935439,2.905788134,0
8.29372011,206.1604149,35356.46739,6.440999766,347.0622407,418.2256044,16.06566794,79.95451096,3.954715283,0
8.302653233,233.850345,20107.17345,6.689877625,356.8116246,397.626488,9.745282009,77.52994451,3.310858508,0
7.020609428,237.6773831,27712.71665,7.074531321,372.6002964,439.1975253,14.44223828,72.69624049,3.706601792,0
9.489972878,234.0699652,12878.6092,4.735332224,327.5225727,271.8145783,16.69821637,81.42717402,4.219967522,0
7.830976343,190.7990441,6592.708712,4.845205476,292.5158245,501.3190594,15.52665845,85.0095059,4.588784657,0
4.430281212,139.6857588,17715.02238,8.961372377,298.3794584,425.5769311,17.29929446,63.04250092,4.384565156,0
7.240739639,201.1868045,18323.71086,7.75128544,340.9836834,483.4780318,13.4863791,62.6502355,3.556297467,0
4.1156389,260.2053596,27237.5862,8.764168678,368.8210368,278.8689205,12.80458815,48.65189043,3.665521764,0
6.867301322,174.1849764,15126.53121,5.529942236,297.6555749,448.1658881,11.482687,65.30441362,3.82359504,0
6.129637015,200.2781822,16940.88628,8.830102319,348.8681541,433.5882872,9.300117278,79.55361207,4.615886181,0
7.917049443,278.056321,33573.41718,9.220128211,424.7879959,318.5202233,15.05431287,56.83960203,3.659484625,0
6.511618075,181.8734217,33420.52799,7.685775096,345.7516385,486.3524806,12.32123216,52.43761714,4.850433708,0
5.323815584,232.36858,34634.14098,8.879822934,380.576472,530.7430963,12.29380305,55.31001941,2.880721846,0
6.769572869,168.9370725,10890.58285,7.121263609,305.7949503,468.8999935,18.54590296,62.00157128,5.22054027,0
5.87797404,141.6152867,23621.96173,5.701659125,279.7824004,447.4695473,12.03404227,67.90725801,4.032259504,0
9.534021716,201.955208,16064.7055,6.105708489,319.5764202,338.7809501,15.62561667,69.23484321,2.768238928,0
6.340027628,225.0281485,36896.76099,5.809031562,363.0057551,293.2365788,11.38593727,80.67031136,3.686001324,0
8.66159243,284.0983515,22696.52162,7.897856522,410.3270522,532.704989,16.91214158,72.46576277,3.67043101,0
5.653506135,146.5902323,27995.14986,6.501596205,299.6446114,406.4068421,13.79526446,87.82258511,5.198985504,0
6.626012184,112.2994855,42695.02343,7.658746878,312.2470431,356.1127852,19.40914656,85.78510284,4.194313129,0
7.793833573,176.8664829,29174.68525,7.567676884,338.2295973,360.8020509,9.039042454,76.28807631,4.172935335,0
7.59312765,261.5661726,21801.15445,6.297542536,375.106271,337.2115176,16.57598077,51.83094808,3.377337638,0
7.362736502,185.692181,18374.10466,5.317019275,316.9186485,447.725992,16.02424609,64.67891377,4.408513182,0
9.320305445,129.8238585,22973.62713,4.405034532,271.6705616,511.9553427,13.0768589,82.8375829,4.205809732,0
3.719791644,248.8592673,24638.88444,7.683742221,351.5554822,459.0104782,20.39378167,38.6049369,2.718397734,0
6.655605026,216.4411715,21883.5419,8.984236816,343.890102,503.9218474,17.74599613,71.70430486,2.951644715,0
9.868877881,214.1662353,14468.63347,3.35159782,297.0841735,391.9478036,19.18844138,70.0705141,3.355489791,0
5.590614436,229.1921395,30442.11273,7.98964067,363.3708083,363.8817254,13.28155615,76.9927158,4.726845017,0
5.554436511,229.1228286,29690.36352,7.761431064,374.7459101,277.923234,13.97480047,87.27337543,2.095914087,0
4.126528715,125.4748835,13408.27098,5.366011336,261.4447977,323.4035443,18.57592068,86.43365536,4.460200984,0
5.970035657,230.4493293,16757.43366,5.293918607,315.1861206,433.2672666,13.32598708,39.55424883,5.428674072,0
7.058310994,229.7713495,15349.66998,4.933662227,320.4439768,346.2419615,8.816486899,60.3906193,4.600927569,0
8.369154354,183.5003784,11241.57184,6.600853064,315.9011216,487.3841516,12.98710649,87.02941032,3.629749331,0
6.284248242,190.0176486,20021.03948,7.910711202,310.9886576,474.1313399,13.24613956,58.92772621,3.377132289,0
11.26782838,161.8963622,7867.865203,7.20541412,296.5705136,387.9306591,11.76830935,25.52526693,4.153347001,0
9.298018008,163.0388346,21726.89609,4.24970162,302.7125202,375.1823557,15.36588356,83.92316815,3.681324244,0
7.895469246,154.2657803,4310.440721,7.205262042,258.3128794,368.2010865,16.42004096,63.01601758,4.2369473,0
7.947485786,269.809407,20421.75268,6.95828321,390.1042229,341.7834817,13.74926131,56.63581132,3.70085384,0
10.02615916,224.2663577,14561.9091,7.428313128,336.9729496,414.358565,18.85851888,65.36345158,4.182277582,0
6.48819324,225.4819088,25306.18121,8.951692285,385.5056354,327.2285101,12.6965448,97.11286019,4.592073571,0
5.869736755,207.7254552,37822.92722,6.59776434,352.563987,483.9041964,14.83810023,77.82273707,4.689315048,0
9.53378214,220.8137025,16578.46827,6.324879789,335.8458627,429.4584607,9.500295529,86.9901344,3.659974812,0
5.30414266,160.9683582,16845.67476,6.28604311,300.5006892,394.0189976,15.01303033,61.11551322,4.165723664,0
7.533614823,186.9182451,17149.00456,5.890684294,304.7400811,235.2177514,10.7401459,49.5743083,3.462763987,0
4.077607725,207.8380479,17733.95341,7.923973951,342.8156716,224.0342234,13.30669203,35.82455649,2.758658531,0
8.012553342,105.8592636,25398.90185,5.609440346,288.9906714,336.2465626,12.20710849,71.11989017,3.87385335,0
7.086168401,189.1453777,2421.929637,3.615890517,259.3733218,481.1657214,12.99301224,63.90228825,3.416539753,0
6.271012171,213.444685,17284.4902,8.372997049,337.5008827,524.4556916,17.91652637,84.57886851,5.303581361,0
7.957768344,276.7335689,34198.83053,7.841541553,397.4319622,404.8798109,14.5297793,60.55969904,3.450745892,0
8.875642278,228.9215872,26493.35788,5.31873198,351.9607232,564.1185739,14.68397047,52.57886002,4.006991559,0
4.73748845,192.447171,21879.59854,7.472249066,313.7765458,319.3796321,13.93214538,53.18591655,4.358298341,0
6.613709118,141.1289215,28067.67171,7.222971557,295.2368921,398.3212538,14.03826326,74.2992498,3.539771111,0
7.735705022,137.3181658,14314.63299,7.675826174,282.5398923,534.5585121,18.75613937,63.04277916,2.148611536,0
9.925041328,238.7133934,12945.41469,6.110019418,351.5974227,406.9891729,13.55036657,59.46266898,4.703803489,0
9.00258311,202.9907653,20303.15319,7.244753274,330.3615123,393.6758275,15.68940449,55.69739952,4.904837415,0
5.095766465,273.4084481,20879.88606,10.2198041,380.2014982,473.5115546,18.27241832,61.42518695,4.35219347,0
8.594677108,263.7645927,30731.13642,6.394463065,383.9625918,592.9641591,13.579996,86.19163513,4.754072499,0
7.083779061,112.820254,15427.50921,4.210284081,234.8526993,329.0010852,23.39951606,94.1603073,3.887680685,0
7.682872498,180.7013755,9242.276857,5.396716118,296.2388769,330.5487997,15.83176344,61.8020951,3.778606788,0
5.166145455,133.8131148,36395.38014,5.911870512,307.0138585,309.9914999,11.50450612,92.97576168,3.313199022,0
6.419772474,208.7602476,22380.22329,7.767863487,363.5875711,507.4881454,20.23252348,45.66894405,3.095233157,0
4.443238899,178.9562058,15110.02492,4.948814509,298.576676,505.5698608,17.72972404,56.34768853,3.268324836,0
6.978664262,183.2427962,17881.5492,6.500825402,323.1557769,452.8379553,16.08284748,65.99571677,4.766943236,0
6.623613566,203.0301413,17184.85502,6.049600899,311.7262883,299.8390064,15.91450007,65.02122897,2.915165951,0
3.664710562,201.0973162,35581.50383,5.682035302,330.0235306,316.9301884,17.47063098,75.10180148,3.316157657,0
4.814135621,205.2140411,22455.27053,8.121080147,350.4879387,483.1763799,10.99941608,47.40266587,5.190851805,0
5.779673705,199.5860803,24014.67221,9.458128324,380.2583749,374.5918582,16.02250323,64.8727034,4.656377233,0
6.937818783,177.5781419,14140.33532,7.380882984,294.6017558,476.4369734,9.348252155,83.1632417,3.724089564,0
7.436782609,208.094004,24644.58633,6.500052537,339.0238982,386.9618955,17.11527603,65.31127723,3.727663719,0
4.723312573,252.274895,29383.84157,5.922450614,378.5603036,493.3112574,16.58457144,66.72840154,3.917586695,0
9.380658051,265.0612161,14778.69238,4.271544671,333.3344693,338.4095974,11.28641004,99.01600307,4.034349047,0
7.810144933,187.3150477,13519.29474,7.214895724,325.2288808,493.2767155,16.80039961,68.48548029,4.033773709,0
9.436637164,143.7884118,16012.79351,7.700100188,301.9295967,449.5579278,14.21576467,66.07797804,4.41111744,0
9.406325753,216.7621587,26178.29325,6.156110794,355.4730347,412.5824473,16.34071505,32.10829248,3.097277957,0
6.321259315,207.2577096,10055.81621,5.987876584,286.4892804,530.8934343,10.54688624,74.502808,4.501457204,0
6.687023131,217.369746,19607.95343,8.594162885,366.9087854,338.2739461,10.21377929,18.40001219,3.605154199,0
4.705356496,103.173587,14296.5801,6.76729799,246.740121,349.0816596,9.182833652,93.90048587,3.437450134,0
8.896418988,222.2562929,13154.11404,6.011342433,332.0026304,363.748105,10.84773685,66.9887334,3.700945733,0
6.581878202,272.9827447,28586.89149,8.114731015,416.0834805,316.5465119,15.12933449,79.2610265,4.201662864,0
