ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.360640106,165.5207973,32452.61441,7.550700907,326.6243535,425.3834195,15.58681044,78.74001566,3.662291783,0
7.378597016,175.9824471,9460.322635,5.941011848,333.7757766,402.0199449,15.63945476,37.38945162,3.215219463,1
3.637170625,238.9437443,10102.48972,7.532191966,337.5344255,509.1503233,13.81845025,49.65283414,5.446565703,1
3.841205038,186.9177655,19988.64926,7.174952252,333.7757766,483.3342093,13.42280176,74.3817014,3.635634543,0
7.197795992,168.6409754,12763.26789,6.89759414,333.7757766,566.2506937,12.43757097,65.74671735,3.844013287,0
6.707685556,199.2853743,17435.34021,6.809945059,333.7757766,454.73241,14.58729016,81.37845107,3.822668715,1
5.470802484,213.1604785,18295.37092,6.043395449,333.7757766,317.9484586,13.78926724,49.64245119,2.962852429,1
7.296037734,235.7351929,36043.70664,5.19621276,377.1906657,385.6143207,17.05271326,89.62355084,4.168526118,1
6.571099217,207.741025,23372.88265,6.280195162,313.8469725,497.9023198,12.87480498,75.4167102,4.555949236,0
7.080794504,220.5525236,28135.07684,7.978098114,307.6524515,421.4642532,17.53229784,86.84809788,3.569570266,0
9.00258311,202.9907653,19523.12486,7.244753274,330.3615123,366.4917287,15.68940449,55.69739952,4.904837415,0
5.226941884,177.3196034,28398.5542,6.294517393,336.2929185,328.3874298,18.46309476,62.07590199,2.259550289,0
6.246117565,199.0989733,27001.33532,7.808013457,296.9236255,478.7459453,17.12802327,84.79895625,4.755158013,0
8.31002902,212.6982764,40936.15339,7.703374743,301.2544217,365.4312125,12.97186896,70.48525056,4.775784922,0
7.080794504,178.7777161,10490.83899,7.533042002,354.0576485,367.7586892,14.66895005,57.40146512,4.126407533,0
6.78302374,236.2788665,8213.772245,9.332861242,333.7757766,501.0185347,11.59070662,91.6809313,4.77880815,0
5.830542049,165.4670247,30021.25708,8.433096578,334.3977773,494.1545047,16.66661347,69.58025301,5.19211665,0
9.319176393,199.3335654,14294.24035,7.784940449,366.0517519,338.44145,15.21529266,63.39146815,4.129230416,0
8.185923417,240.9791038,23641.47203,6.611448597,318.6890104,410.1582218,13.10991087,56.91398087,3.566945145,1
6.03956779,246.6928547,39489.00974,3.19496876,333.7757766,357.9863126,13.23935552,78.40453381,4.206835504,0
7.425102223,204.4862816,18608.94087,7.434492748,318.1832966,338.9352709,16.24475501,94.60531109,2.558772744,1
6.057828114,230.7176933,44868.45837,6.443391566,333.7757766,397.2367839,14.03790316,76.70160916,3.292249267,0
5.895145558,192.0413691,14704.90625,7.90576867,305.8077374,429.7662233,15.01813769,44.88759754,5.075214288,0
7.080794504,205.9522501,29743.8226,7.518692009,333.7757766,430.2460101,20.72047288,82.39676577,3.893925991,0
10.56074464,181.8933656,21783.65103,6.991259996,340.3903784,456.5564021,16.48283537,34.25204908,3.96468635,0
5.280292296,164.0573887,13679.0569,5.971385389,333.7757766,635.8884841,11.80562508,35.43386372,3.835305908,1
7.080794504,171.6950224,38971.05101,8.365578508,385.9537304,397.4417128,17.20160787,73.64699561,2.643212412,0
4.034063411,303.7026267,33219.07455,4.425559304,333.7757766,494.3209071,13.41523046,72.01264199,5.024742307,1
10.03393346,213.6474186,25433.2321,5.202937534,319.0100743,362.2621568,13.99446115,68.02076988,2.901535467,0
6.475885399,177.2949494,16532.82882,10.09658797,305.2489447,466.64942,6.776145723,65.1464903,4.306112971,0
6.869638941,251.2934475,21728.8213,8.803174745,279.7768565,539.4668769,12.99414,56.40970792,4.726702454,1
6.978664262,183.2427962,23114.44608,6.500825402,323.1557769,470.0787053,16.08284748,65.99571677,4.766943236,0
5.694475546,193.4321303,18742.92522,6.556668445,327.0023706,448.7541508,13.623308,56.32649662,4.107467119,0
7.992026977,174.5580063,34585.08961,6.587302301,333.7757766,543.9491409,12.19944909,71.2712308,4.647095594,1
7.735705022,137.3181658,16723.97724,7.675826174,282.5398923,595.3292635,18.75613937,63.04277916,2.148611536,0
6.850302032,167.9850397,40588.43383,3.372369254,265.4311206,300.411744,16.00520675,72.36321679,3.08029671,1
7.009601694,220.561996,18628.69683,6.781680397,333.7757766,397.996103,14.80867448,77.76353379,3.121944851,0
8.545890346,255.3248719,31056.57878,3.619779035,333.7757766,426.8833667,13.78298874,34.44829325,5.036882987,0
7.080794504,229.7713495,16162.26231,4.933662227,333.7757766,448.8460364,8.816486899,66.39629295,4.600927569,0
9.794717849,254.4250664,12490.55828,5.992480374,291.1972605,576.0460835,11.665297,80.69821422,2.807129775,1
12.24692807,217.3680142,11318.14056,8.465160384,375.8947584,347.6530538,9.762504595,73.83240481,3.533243425,0
6.739157692,156.4827594,30950.6811,6.543089824,363.1796235,425.2888367,11.65345775,70.36704882,5.214484016,0
8.132736965,206.786448,25838.12848,8.684832598,346.6118493,472.2770256,11.63301523,66.39629295,2.969433921,0
8.272055091,204.2253291,24196.52268,8.448405225,332.8903825,500.6848732,15.15740752,71.02274371,5.140207743,0
4.872560878,224.7051051,16960.43463,7.078014889,323.0368521,354.3906043,15.69217561,79.96280267,3.918005799,1
7.274756855,195.1180298,21496.74514,6.571089752,360.6978151,418.3735821,11.38254346,81.23560797,4.271580716,0
8.828326658,189.9755527,13527.98989,7.145967391,408.5912084,338.512459,18.54350029,66.39629295,3.052822148,0
8.018831607,197.7855879,23104.52039,9.674860449,322.9345482,395.7386306,13.33774798,68.85020406,3.188477334,1
5.343075103,211.6620911,45166.91214,6.651801292,279.7674997,485.9597174,19.68233697,70.54686225,4.240031708,0
9.268281895,204.3604853,14333.53802,9.070126287,328.2979468,431.4754122,11.93480194,90.90179972,5.255703382,0
7.810144933,187.3150477,20418.88993,7.214895724,325.2288808,351.1860809,16.80039961,68.48548029,4.033773709,0
7.422225264,203.3233079,40148.12372,5.602313547,256.5904511,401.7754572,9.025661104,53.01958497,4.486512693,1
5.579517093,223.616393,13289.20165,7.698690079,368.897034,375.2759695,20.22442581,104.5808815,4.043914693,1
4.126528715,125.4748835,11215.9459,5.366011336,261.4447977,445.2414569,18.57592068,86.43365536,4.460200984,0
10.58138599,213.7764386,11298.45009,7.668897441,300.1846217,497.1691281,17.97129472,83.34530447,2.966945651,0
7.347030356,199.6137208,19073.25959,5.766832205,336.9943349,413.2142305,12.48248239,56.79408397,4.2978807,1
10.55027327,185.1658146,32150.97939,8.933966139,333.7757766,566.3793974,14.28296053,85.39339919,3.951304463,1
7.15905299,161.4787104,25591.84098,10.189528,367.5963965,330.5504527,15.44784173,51.18831727,4.291668967,1
6.628427347,215.2455321,18059.33085,6.931786686,333.7757766,374.4550618,11.6210743,77.94082203,3.405278618,1
8.332953485,236.5324042,18881.79518,4.275693047,333.7757766,384.7291624,15.12105523,55.50773876,3.408299588,0
6.664934584,218.7700084,16477.35081,7.325000809,299.8465235,412.3085879,17.19268526,41.03578909,4.502138214,0
7.309596474,193.4725961,19343.14951,7.664060567,306.6854553,426.5619276,12.84436555,111.5954477,4.048202463,0
6.618010906,233.6616359,19598.86074,4.701049346,432.556385,401.6697906,11.76614643,73.19192051,4.437695749,1
5.744504157,208.0700518,19457.63948,6.69394938,333.7757766,362.0624898,15.60372925,82.31785396,3.53350015,1
7.333477726,233.7213551,16066.55212,8.181988065,224.212503,401.7393087,15.31397775,81.84206216,4.772662701,1
6.991685153,152.9762171,20389.59382,2.648389907,331.2529164,460.1461742,15.48537787,69.67003777,3.72482356,1
6.903816978,258.5268417,35455.70961,4.881376648,206.2472294,318.6226223,13.96173961,65.86667919,3.867843303,1
5.736675709,180.2909076,12683.48329,7.907876695,423.876297,415.0065756,12.3928694,83.70704536,2.741791308,1
7.080794504,227.4326629,32102.19071,3.646847512,321.6710734,433.2764907,11.69009122,57.0496899,3.581036881,0
9.298018008,163.0388346,13990.5134,4.24970162,333.7757766,399.4773578,15.36588356,83.92316815,3.681324244,0
8.082657125,213.7551769,21689.6343,8.771784092,325.0342647,508.1164727,17.0382122,66.39629295,5.247130149,0
5.498514693,180.8251138,21542.83003,6.707094592,352.2507113,419.5129576,13.18343156,68.90437022,3.074815428,1
0.22749905,152.5301112,39028.59934,3.462492048,283.6937822,443.0292321,13.2019432,62.32271111,3.545741438,1
10.18843265,286.5679908,7105.800709,9.840540425,321.6860585,437.8795085,12.87159907,78.73205511,4.635243483,0
7.682923445,217.7889322,31150.51342,8.021667794,333.7757766,594.7025458,12.19423157,77.16978862,3.542731087,1
4.943508444,267.5330269,11870.42485,8.877868642,333.7757766,417.4125312,15.25279421,22.74973504,5.070841577,0
7.890354274,180.158098,32160.53392,7.773484086,360.2839834,344.5506193,11.24646038,60.29218733,3.209588058,1
4.400509039,119.3340356,19100.08712,11.75390366,333.7757766,328.3997635,14.91210868,49.35650923,4.010809123,0
7.136102613,186.5827058,19502.53897,8.095426538,305.4300111,355.9372383,15.64512979,73.88561213,2.574191772,1
8.131375234,177.0953125,13238.0703,6.678740616,333.7757766,450.7183341,20.60357442,85.10589203,3.542810748,0
8.39826106,177.3472137,18003.25728,7.390924017,333.7757766,498.3653766,10.35129783,55.71566023,2.62786247,0
8.759488715,219.92139,33364.91812,5.687072313,324.0385057,443.5480065,17.76334283,79.74786822,2.88957811,0
3.337628998,216.2570865,42310.8275,8.130663285,333.7757766,352.2640739,14.02967274,52.7609607,3.300191883,0
7.080794504,171.5922365,14784.75566,7.404582502,351.8755075,366.6695125,10.50430338,57.86215685,3.210168089,0
5.386307352,212.5929905,40149.31656,8.124231912,318.7916672,355.5464203,17.34880167,64.21090504,3.662563465,0
7.080794504,190.9292558,20661.41106,10.17548378,299.3455763,471.0626399,9.225985273,60.02352277,4.969149725,0
6.150553015,212.8193774,15017.74728,5.54443553,319.4949519,279.4470657,12.85050562,75.02879271,4.810537179,0
7.080794504,162.6262869,21318.96169,7.575278808,289.2084077,457.8115556,7.477315033,60.23847784,4.514981624,0
6.319431545,180.9656209,36278.71831,9.960552065,275.5917457,307.6913606,18.19693095,93.59424603,2.653126688,1
7.080794504,164.3171018,25236.70132,4.365238215,350.5843454,413.6922247,15.42114424,45.97940191,3.723776038,0
6.272474991,190.2007131,14642.20554,9.734512546,399.0529411,448.5682598,16.55717663,74.43538862,4.61253578,1
7.647871554,160.7743534,29000.58971,7.217409339,333.7757766,438.8009607,13.18250057,67.09996943,3.078672724,1
6.844141767,184.3930427,41408.11482,6.459987322,333.7757766,398.0468043,13.16641575,68.89062012,3.412853175,1
7.350378987,193.6333668,26736.08557,10.41658888,309.4168828,557.4956847,16.51972223,61.07738287,3.663922184,0
8.000775801,237.5192505,18419.13288,8.323329912,308.006321,396.3765543,13.49253565,82.75327777,4.519209518,0
8.347949483,231.2031014,13533.23003,7.623603583,313.6711274,527.380871,18.66390108,58.05286607,4.217861431,0
8.756926859,218.6377589,21752.02971,6.454876484,276.2781002,356.0757689,15.71314852,67.04963886,2.945671727,1
5.59662785,177.2137917,17925.35212,8.43547011,303.7341659,552.3087055,10.33998559,57.82061113,5.235111121,0
8.473249064,129.2400806,20465.58861,7.212916681,333.7757766,590.9065736,15.29270572,63.93982069,4.81018543,1
6.020995363,178.500297,13095.14916,7.94480245,333.7757766,437.2989953,13.77078322,59.87243304,4.806016625,0
5.967274228,187.085084,30846.58547,7.281105533,339.0637148,323.962695,12.65185398,72.27359045,3.914543611,0
6.38171958,199.6350277,20453.8165,5.848734854,333.7757766,344.5995093,16.65141466,68.31308326,4.657694982,0
4.334057806,155.8293504,13351.41383,8.603926762,321.7869653,387.5218331,7.809444539,77.87921906,2.613532097,0
6.582499747,200.7331069,23720.48173,8.565831605,353.0081151,458.3627329,13.00188064,79.52933818,4.152014127,0
7.974065001,160.2241817,29477.7644,2.456013596,324.0555922,371.2119513,18.69391504,54.28062385,4.069086698,0
7.031684051,201.0021059,24510.50756,5.818273623,401.268832,371.6163971,12.84681897,89.19243338,4.422182857,0
8.237142634,190.0596949,20015.39811,8.385216673,356.0917613,377.6820972,17.74094364,37.71387806,4.939109441,0
6.504876222,159.1821388,13403.08639,6.958284224,296.0769141,359.9744366,15.63685018,63.51431195,3.748443401,1
5.174345998,234.3285691,11746.60752,6.961265386,314.9868005,407.1023017,13.77167997,36.18353587,3.689144992,0
7.833970824,240.8325285,25694.87371,4.300509255,301.7603856,442.7413888,16.88909788,96.89957583,4.814916877,1
11.06945629,256.2019803,43536.02087,4.047620471,333.7757766,433.4760113,12.42739492,55.73299125,4.880512381,0
7.611982389,190.6628036,9138.029344,5.2242563,329.5806789,577.4447127,17.20936737,65.33324119,6.494748556,0
8.311271181,206.1077584,20562.51339,9.820473297,333.7757766,479.0323203,21.7411436,80.01264402,4.462045738,1
7.371050302,214.4966105,25630.32004,4.43266929,335.7544386,469.9145515,12.50916394,62.79727715,2.560299148,0
6.185924892,236.0347826,1198.943699,6.140033164,374.095388,436.2361983,11.09381062,99.77507789,4.090264382,1
10.20142576,190.799079,8918.8926,4.89987481,306.4953695,331.3789519,18.52543363,68.54744754,3.964449588,0
9.228484209,200.7103304,26744.23153,6.833360242,339.8207187,363.9509908,14.14477231,86.95020026,4.829753514,0
3.906567514,152.8188461,17857.71689,7.363060149,324.3828431,342.408791,7.637198277,75.20134629,3.204795726,0
3.878879389,177.7128409,21937.47157,7.369768571,299.2416239,447.3037558,12.45191188,63.16311346,4.927711075,0
8.903733775,194.2162752,13319.49571,5.566895792,323.4243624,317.3492443,17.1301576,61.42879055,4.365169642,0
7.266594535,176.8536963,14859.05966,8.261778152,327.1722524,445.037456,19.923704,87.06613098,3.357439471,0
6.277277371,148.1860133,22916.57224,5.035633211,333.7757766,474.6179536,9.604154965,61.83571167,3.619321182,0
7.648877928,188.5069774,22510.97507,8.617208147,333.7757766,393.293539,12.85451911,73.31350293,4.953533863,0
8.264090516,216.551887,23556.93435,5.830685294,333.5005378,450.8574915,8.667720302,39.80417883,3.410510716,1
8.091812332,200.9733015,26472.6918,6.725680184,333.7757766,432.1899314,13.79865513,32.66707799,4.370031238,0
7.095569331,196.7349272,30235.1708,5.984901235,308.2036941,453.9547573,16.06273897,31.55501016,4.861276292,0
6.714862378,236.5420506,33197.15053,4.95851693,331.4845301,402.9465574,14.84118196,66.39629295,4.593763682,0
7.904053371,217.7716313,23575.99143,7.493024193,279.146683,548.1553827,10.329558,65.18054276,3.137280422,0
6.227826795,169.9262216,22550.49226,4.973592706,297.4044974,460.4153864,20.78959171,93.3007329,4.007347485,1
7.294364433,191.7736202,41569.95199,5.311112032,321.3205511,342.5013872,13.79253517,54.46352461,3.336582332,0
5.01804587,194.6681671,27317.09944,6.155483653,333.7757766,313.4779593,10.4074788,85.68527247,5.035153707,0
5.16622597,135.7121661,12060.00953,8.637097862,333.7757766,362.2172579,11.18555389,76.06706376,4.608319394,0
7.459124173,195.0287168,33173.49941,7.551373984,333.7757766,534.1669972,17.33405154,38.36806809,3.544751521,1
7.080794504,188.7435625,19037.46264,6.034236064,333.7757766,388.0658567,15.14906826,78.49941803,2.72365054,1
9.130828108,209.7430438,11643.66348,6.594682307,326.3945768,509.6617816,11.27406477,67.5282879,3.074134305,0
5.813546488,184.0317758,10112.20732,6.536992176,309.4511867,441.5940268,11.43817528,77.50819277,3.721425933,0
10.30847766,217.2197464,27653.23518,8.912266341,369.5312064,382.9515048,6.580401551,59.57603991,3.285077052,0
7.040244978,192.9559825,20988.42941,6.422359011,320.9488442,381.3573499,15.39645507,88.29846498,3.993409764,0
5.23000319,176.7140234,27971.89181,7.597980583,413.9140005,440.3553738,14.42361413,72.83737021,3.045612106,0
7.813067625,183.6974796,9812.122463,7.607639272,400.3735263,539.6107975,12.34808333,90.3902766,4.713719499,0
5.432512085,231.3515758,14970.64724,9.180703192,409.9884608,448.8647411,10.83824882,65.54821586,3.874425315,1
3.989032078,216.0761379,40175.20609,7.487422757,309.8007964,399.0471809,11.18673889,86.95746387,4.409414176,0
6.382314604,212.8385143,24259.75167,7.360504475,333.7757766,342.5814436,12.33297914,67.74899138,2.881370055,1
6.660461917,229.3393324,9632.730976,11.29939021,326.1570433,439.1213011,21.1579914,40.09669635,3.673135983,0
8.00754122,151.7363219,8864.68648,11.25150735,333.7757766,447.484361,12.41269116,66.39629295,5.25017306,0
5.713322921,196.2457057,11356.58048,8.027819438,347.5875833,300.1251254,18.43008395,44.86035148,4.571127866,1
4.838571107,241.1359754,18328.40262,7.403238655,237.5174556,355.2754543,12.71735218,75.39828261,4.580371969,0
2.569243562,201.6032843,48204.17219,6.380683613,261.7199596,429.7464296,10.78414041,79.71966629,5.506934432,0
5.53953369,200.7116811,21021.41826,9.827309049,390.5541558,437.3416552,14.9558904,67.16981627,3.755660187,1
5.671762326,184.7818419,17527.71673,5.314759315,339.0564796,409.4793779,15.19604513,31.94183121,3.268693507,0
6.582764204,219.1848137,21961.52692,6.987977754,348.9000157,341.2099365,15.17836842,68.98196616,3.668879697,0
7.966856824,186.353361,21440.73885,7.832473708,393.7670457,461.3562275,13.91386963,86.12181104,5.115430914,1
4.81183249,150.4512796,27547.80706,7.569543693,296.0021941,521.5615613,16.29583717,44.28855177,2.860992949,0
7.12942473,178.3723523,25840.57889,7.487823264,312.9827267,323.2989152,16.40615622,69.15760946,3.418610803,1
8.85969604,194.5564817,20231.51765,6.519658508,332.3499486,476.2317098,17.88956926,52.90907058,4.575331195,0
9.406325753,216.7621587,27948.58945,6.156110794,355.4730347,347.9830783,16.34071505,32.10829248,3.097277957,0
6.79809746,198.1163808,35883.78011,7.051813575,333.7757766,470.4935448,10.8886389,58.47380388,3.571622599,0
7.191962029,228.4099426,15395.46908,7.398602629,334.7776185,294.9155842,13.93229333,50.74836454,4.102719041,0
6.58800729,244.9432199,23898.97448,6.780936115,273.7366439,330.9148199,9.250627524,47.3887398,4.216454466,0
7.78673469,192.179739,28086.8735,7.157951509,329.7086319,327.3804879,10.68134918,52.41546181,1.96147543,0
6.753128353,191.9829945,18222.93196,3.920973662,296.196618,389.7424621,9.689143568,92.21961523,5.102516757,0
7.080794504,160.3259716,37795.76332,9.15222467,390.2766084,441.9861061,16.45099005,21.35527518,4.441979836,1
6.336588682,106.3801125,15570.14232,6.851404882,441.5876538,380.4330194,5.218232927,48.73551396,4.356593856,1
7.736312841,225.0631028,19496.84859,7.158342921,289.9459845,433.9740225,15.15381695,74.76510056,3.700916676,1
8.33951161,202.2016242,21295.74988,5.618116053,333.7757766,428.9503288,15.49138749,81.31532668,4.827704247,0
4.02905271,203.3868565,42327.16802,8.550483092,279.6752556,503.7324283,13.75883583,46.38406377,4.179656267,0
4.30002934,218.319886,17639.85794,7.527317253,331.8346323,424.2094003,15.00573706,70.05083119,4.586448405,0
7.744130994,185.5676184,30586.59266,8.040760159,333.7757766,314.4258339,17.13236901,59.87160947,5.207683455,1
7.691486298,155.1853193,36578.22375,7.69072772,405.169386,536.8895891,16.21496565,77.5820505,4.042497483,0
6.911698241,179.2136742,25612.14891,7.224710175,318.9879136,298.550513,11.85890453,94.34017213,4.616641008,1
7.080794504,233.0201336,27071.11862,6.220936451,298.112645,357.1196221,16.7689452,51.2844005,4.284878629,0
7.080794504,208.8377106,11609.99716,6.445280106,333.7757766,407.0173979,7.070771158,76.38352083,3.813435553,0
7.185167714,209.6831396,24909.78315,6.691069586,333.7757766,501.78542,16.08864827,75.6713294,3.955846978,1
7.591346094,199.2553218,25383.76518,7.924616265,318.6104785,416.4456175,20.11882693,48.27120968,4.515150114,1
8.384296439,223.3281852,27463.65479,6.476752767,352.9528033,318.0426478,10.64516386,64.20933666,3.460998376,0
7.499844502,231.5388683,22452.63557,7.821007463,333.7757766,380.9990976,14.33824816,66.39629295,4.663869576,1
6.862936026,220.1478891,23580.65729,6.611543403,285.192181,325.721747,13.47275776,89.41293484,3.806093256,0
7.080794504,202.5694674,22256.95036,6.913500541,304.9514981,434.1984358,13.69689309,64.20566665,4.478070477,0
9.610220345,156.9295462,33954.43547,4.639027545,333.7757766,485.3791563,11.0478439,66.39629295,4.961971972,0
6.908272154,211.1055511,19224.98628,6.379970101,307.1022062,323.8854537,21.2084766,71.92098789,5.405567223,1
4.85558776,145.7903699,14905.25591,9.829674656,392.6674818,459.2880371,10.44659031,52.28948388,4.697153026,1
10.35174253,241.6717998,18588.30333,8.784378179,333.7757766,303.6881065,13.61594728,75.12989609,5.227609397,0
7.322828417,230.3429008,24682.12455,7.425580497,323.8327374,349.3132127,9.497937073,50.6601455,3.981968832,1
4.252985001,149.9386547,20497.82222,3.271144024,302.8198226,427.1137557,16.0869495,68.20087712,3.58830042,0
6.217273135,130.9444639,19460.38282,7.092462955,300.131272,556.65371,14.08360835,57.89707471,5.325833446,0
6.750761186,207.2545054,23642.9926,7.691012379,293.7830399,446.6969391,6.00039093,30.90081515,2.777726265,1
10.35611883,136.3237517,48621.56395,9.158703903,327.922751,365.7202915,17.97556384,77.35985434,4.201849441,1
6.953864226,209.638293,10575.18628,4.462707246,315.6065944,391.1843151,13.28533392,87.39088898,3.195710328,0
6.9204487,196.3194013,39251.18213,8.49378432,317.3823146,487.504368,14.69784453,41.75372741,4.498818336,1
9.079715109,222.0426312,53735.89919,6.894915429,254.0409769,382.8961665,12.70488659,101.6153458,4.551724494,1
8.026773256,169.333843,19168.52677,8.081496162,405.5273372,350.5773702,15.17753397,68.00393183,3.735983476,0
6.917858355,200.7055053,27651.6091,6.529774496,321.6964552,453.6375097,11.28338664,91.94218052,5.544167317,1
7.581687577,180.7491402,11989.24624,4.977306609,328.1769777,617.8835131,13.56125295,39.21591748,4.457282487,0
7.285371191,169.14919,17375.97074,9.404687307,394.092424,373.1902821,15.26050986,80.79598527,3.694482047,0
7.080794504,162.5126841,24642.81233,7.267572786,330.9053704,414.6507252,11.58335345,73.94618571,3.215740139,0
9.831401691,263.6327218,13345.3691,6.566928594,295.7742178,462.4397372,12.00232293,76.02136709,3.311808138,0
6.592442508,242.4804727,9381.239931,7.303183678,312.814395,440.6011346,14.0272968,70.92987947,3.060827354,0
8.461330874,212.5813664,34406.77645,8.679151556,384.8553815,477.3433686,13.80171218,66.39629295,3.771944146,0
5.500186641,254.672705,21082.85204,8.369354098,347.8165145,469.795375,13.49640431,60.04586666,4.178478951,1
